lower,node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50
thank,17194,thank,T@Gk,11,10,1,11,0
that,17196,that,D@t,14,13,1,13,1
thatch,17197,thatch,T@C,6,6,0,6,0
thaw,17198,thaw,Tc,15,12,3,11,4
the,17199,the,Dx,7,6,1,2,5
thee,17202,thee,Di,24,22,2,18,6
theft,17203,theft,TEft,4,4,0,4,0
their,17204,their,DEr,17,15,2,14,3
theirs,17205,theirs,DErz,1,0,1,0,1
theistic,17207,theistic,TiIstIk,2,1,1,2,0
them,17208,them,DEm,5,4,1,3,2
theme,17209,theme,Tim,8,8,0,6,2
then,17211,then,DEn,17,16,1,15,2
thence,17212,thence,TEns,6,6,0,6,0
theorem,17218,theorem,TIrM,2,2,0,1,1
theory,17221,theory,TIri,7,5,2,6,1
thermal,17235,thermal,TRmL,1,1,0,1,0
these,17245,these,Diz,9,7,2,8,1
thew,17248,thew,Tu,21,20,1,18,3
they,17249,they,De,20,20,0,15,5
thick,17251,thick,TIk,13,12,1,10,3
thicken,17252,thicken,TIk|n,2,2,0,1,1
thicket,17253,thicket,TIk|t,4,4,0,3,1
thief,17255,thief,Tif,8,8,0,6,2
thieve,17256,thieve,Tiv,9,7,2,6,3
thieves,17258,thieves,Tivz,5,3,2,4,1
thigh,17259,thigh,TY,19,18,1,17,2
thimble,17260,thimble,TImbL,2,2,0,2,0
thin,17261,thin,TIn,16,14,2,13,3
thine,17262,thine,DYn,15,14,1,14,1
thing,17263,thing,TIG,11,10,1,8,3
think,17264,think,TIGk,13,10,3,11,2
thinner,17265,thinner,TInX,4,2,2,2,2
third,17266,third,TRd,7,7,0,6,1
thirst,17267,thirst,TRst,6,4,2,6,0
this,17270,this,DIs,4,4,0,4,0
thistle,17271,thistle,TIsL,1,1,0,1,0
thither,17272,thither,TIDX,5,5,0,4,1
thole,17273,thole,Tol,14,14,0,14,0
thong,17274,thong,TcG,9,7,2,7,2
thorn,17279,thorn,Torn,9,9,0,8,1
thorough,17280,thorough,TRo,4,4,0,3,1
thorp,17283,thorp,Torp,2,2,0,1,1
those,17284,those,Doz,9,8,1,8,1
thou,17285,thou,DW,14,14,0,9,5
though,17286,though,Do,20,18,2,14,6
thought,17287,thought,Tct,11,9,2,9,2
thrall,17289,thrall,Trcl,6,6,0,4,2
thrash,17290,thrash,Tr@S,5,4,1,4,1
thread,17291,thread,TrEd,6,5,1,5,1
threat,17292,threat,TrEt,3,3,0,1,2
three,17293,three,Tri,9,8,1,7,2
threw,17299,threw,Tru,10,8,2,7,3
thrice,17300,thrice,TrYs,4,3,1,3,1
thrift,17301,thrift,TrIft,3,2,1,3,0
thrill,17302,thrill,TrIl,7,6,1,6,1
thrive,17303,thrive,TrYv,5,4,1,3,2
thriven,17304,thriven,TrIvxn,3,2,1,3,0
thriving,17305,thriving,TrYvIG,3,2,1,3,0
throat,17306,throat,Trot,6,4,2,2,4
throb,17307,throb,Trab,1,0,1,1,0
throe,17308,throe,Tro,14,10,4,9,5
throne,17310,throne,Tron,8,6,2,5,3
throng,17311,throng,TrcG,4,2,2,3,1
throve,17315,throve,Trov,8,6,2,4,4
thrum,17316,thrum,Tr^m,6,4,2,5,1
thrush,17317,thrush,Tr^S,5,4,1,3,2
thrust,17318,thrust,Tr^st,3,2,1,3,0
thud,17319,thud,T^d,7,7,0,5,2
thug,17320,thug,T^g,12,12,0,10,2
thumb,17322,thumb,T^m,15,13,2,12,3
thump,17323,thump,T^mp,9,8,1,8,1
thunder,17324,thunder,T^ndX,3,2,1,3,0
thus,17328,thus,D^s,6,5,1,6,0
thwack,17329,thwack,Tw@k,2,2,0,2,0
thwart,17330,thwart,Twort,4,2,2,4,0
thy,17331,thy,DY,23,21,2,17,6
thyme,17332,thyme,tYm,21,19,2,11,10
tic,17339,tic,tIk,30,26,4,23,7
ticket,17340,ticket,tIk|t,4,3,1,4,0
tickle,17342,tickle,tIkL,10,7,3,6,4
tidal,17343,tidal,tYdL,6,4,2,3,3
tide,17345,tide,tYd,22,17,5,10,12
tidy,17347,tidy,tYdi,6,5,1,3,3
tier,17348,tier,tIr,29,27,2,23,6
tiff,17349,tiff,tIf,11,9,2,5,6
tight,17353,tight,tYt,30,25,5,18,12
tights,17355,tights,tYts,4,3,1,1,3
tile,17357,tile,tYl,29,26,3,20,9
till,17358,till,tIl,35,28,7,26,9
tiller,17360,tiller,tIlX,7,6,1,3,4
tilt,17361,tilt,tIlt,15,11,4,10,5
tilth,17362,tilth,tIlT,4,3,1,1,3
timber,17363,timber,tImbX,2,2,0,2,0
timbre,17365,timbre,t@mbX,4,3,1,3,1
timbrel,17366,timbrel,tImbrL,1,1,0,1,0
times,17368,times,tYmz,1,0,1,0,1
tin,17376,tin,tIn,30,25,5,21,9
tinct,17377,tinct,tIGkt,2,2,0,0,2
tincture,17378,tincture,tIGkCX,1,0,1,0,1
tinder,17379,tinder,tIndX,3,3,0,3,0
tine,17380,tine,tYn,33,28,5,23,10
tinge,17382,tinge,tInJ,7,5,2,4,3
tingle,17383,tingle,tIGgL,8,7,1,7,1
tinker,17384,tinker,tIGkX,4,3,1,1,3
tinkle,17385,tinkle,tIGkL,7,5,2,3,4
tinny,17386,tinny,tIni,11,10,1,8,3
tinsel,17388,tinsel,tInsL,2,2,0,2,0
tint,17390,tint,tInt,14,11,3,9,5
tiny,17393,tiny,tYni,7,6,1,5,2
tip,17394,tip,tIp,25,23,2,18,7
tipple,17396,tipple,tIpL,8,5,3,5,3
tirade,17400,tirade,tYred,2,0,2,1,1
tire,17401,tire,tYr,26,22,4,16,10
tired,17402,tired,tYrd,3,0,3,0,3
tissue,17404,tissue,tISu,2,1,1,2,0
titan,17405,titan,tYtN,5,4,1,2,3
tithe,17409,tithe,tYD,13,12,1,4,9
title,17412,title,tYtL,10,8,2,5,5
titled,17413,titled,tYtLd,1,0,1,0,1
titter,17415,titter,tItX,9,7,2,6,3
tittle,17417,tittle,tItL,10,9,1,6,4
to,17420,to,tu,31,22,9,18,13
toad,17421,toad,tod,20,16,4,10,10
toady,17422,toady,todi,4,3,1,2,2
toast,17423,toast,tost,11,10,1,9,2
toddle,17429,toddle,tadL,8,7,1,6,2
toddy,17430,toddy,tadi,9,8,1,7,2
toe,17431,toe,to,31,19,12,16,15
toffy,17433,toffy,tafi,2,2,0,1,1
tog,17434,tog,tag,8,7,1,4,4
toga,17435,toga,togx,2,2,0,1,1
togs,17438,togs,tagz,2,1,1,0,2
toil,17439,toil,tOl,15,13,2,14,1
told,17445,told,told,11,8,3,9,2
toll,17450,toll,tol,33,29,4,24,9
tomb,17453,tomb,tum,22,19,3,13,9
tome,17457,tome,tom,22,20,2,14,8
ton,17461,ton,t^n,28,25,3,20,8
tonal,17462,tonal,tonL,5,3,2,3,2
tone,17464,tone,ton,33,27,6,23,10
tong,17465,tong,tcG,12,11,1,7,5
tongs,17466,tongs,taGz,1,1,0,0,1
tongue,17467,tongue,t^G,16,15,1,10,6
tonic,17468,tonic,tanIk,5,5,0,5,0
tonsil,17472,tonsil,tansL,3,3,0,3,0
too,17476,too,tu,31,22,9,18,13
took,17477,took,tUk,18,18,0,17,1
tool,17478,tool,tul,23,20,3,15,8
toot,17479,toot,tut,27,23,4,17,10
tooth,17480,tooth,tuT,14,10,4,5,9
toothed,17482,toothed,tuTt,2,0,2,0,2
top,17484,top,tap,21,17,4,16,5
toper,17487,toper,topX,3,1,2,1,2
topic,17488,topic,tapIk,3,2,1,2,1
topping,17492,topping,tapIG,1,1,0,0,1
topple,17493,topple,tapL,4,3,1,1,3
tops,17494,tops,taps,5,4,1,3,2
toque,17496,toque,tok,29,25,4,20,9
tor,17497,tor,tor,36,27,9,22,14
torah,17498,Torah,torx,7,6,1,0,7
torch,17499,torch,torC,8,6,2,1,7
torn,17502,torn,torn,16,14,2,9,7
torpor,17508,torpor,torpX,2,1,1,0,2
torque,17509,torque,tork,11,8,3,4,7
torrid,17512,torrid,tcr|d,1,1,0,0,1
tort,17515,tort,tort,15,13,2,7,8
torture,17519,torture,torCX,2,1,1,0,2
tory,17520,Tory,tori,13,10,3,6,7
toss,17521,toss,tcs,10,9,1,5,5
tot,17522,tot,tat,26,24,2,22,4
total,17523,total,totL,8,7,1,5,3
tote,17527,tote,tot,30,23,7,18,12
totem,17528,totem,totM,2,1,1,0,2
touch,17529,touch,t^C,12,11,1,5,7
touchy,17532,touchy,t^Ci,3,2,1,1,2
tough,17533,tough,t^f,17,15,2,10,7
toupee,17534,toupee,tupe,1,1,0,1,0
tour,17535,tour,tUr,8,8,0,7,1
tousle,17540,tousle,tWzL,2,1,1,1,1
tout,17541,tout,tWt,20,17,3,17,3
towel,17543,towel,tWL,9,7,2,5,4
tower,17544,tower,tWX,8,8,0,5,3
town,17546,town,tWn,14,14,0,11,3
toy,17556,toy,tO,12,10,2,4,8
trace,17557,trace,tres,13,11,2,4,9
track,17560,track,tr@k,10,7,3,3,7
tract,17561,tract,tr@kt,5,1,4,3,2
tractor,17566,tractor,tr@ktX,1,0,1,0,1
trade,17567,trade,tred,13,9,4,4,9
trader,17568,trader,tredX,2,1,1,0,2
trail,17577,trail,trel,13,10,3,5,8
train,17578,train,tren,15,12,3,9,6
trait,17579,trait,tret,19,15,4,9,10
traitor,17580,traitor,tretX,3,2,1,1,2
tram,17583,tram,tr@m,11,7,4,5,6
trammel,17584,trammel,tr@mL,4,2,2,0,4
tramp,17585,tramp,tr@mp,8,3,5,4,4
trample,17586,trample,tr@mpL,2,0,2,0,2
trance,17587,trance,tr@ns,3,3,0,2,1
trap,17640,trap,tr@p,13,8,5,4,9
traps,17646,traps,tr@ps,4,2,2,2,2
trash,17648,trash,tr@S,7,6,1,4,3
travel,17652,travel,tr@vL,3,2,1,2,1
trawl,17656,trawl,trcl,10,9,1,5,5
tray,17657,tray,tre,19,11,8,9,10
treacle,17659,treacle,trikL,2,2,0,2,0
tread,17660,tread,trEd,12,9,3,5,7
treadle,17661,treadle,trEdL,3,2,1,0,3
treason,17663,treason,trizN,1,0,1,1,0
treat,17666,treat,trit,10,7,3,3,7
treaty,17668,treaty,triti,1,0,1,0,1
treble,17669,treble,trEbL,6,4,2,3,3
tree,17671,tree,tri,16,11,5,8,8
trek,17673,trek,trEk,6,5,1,1,5
tremble,17675,tremble,trEmbL,1,0,1,0,1
trench,17680,trench,trEnC,4,3,1,3,1
trend,17682,trend,trEnd,5,2,3,3,2
tress,17686,tress,trEs,11,9,2,4,7
trestle,17687,trestle,trEsL,4,2,2,1,3
triad,17688,triad,trY@d,1,0,1,0,1
trial,17689,trial,trYL,10,7,3,0,10
tribal,17693,tribal,trYbL,5,3,2,2,3
tribe,17694,tribe,trYb,9,7,2,1,8
trice,17701,trice,trYs,15,13,2,4,11
trick,17705,trick,trIk,13,10,3,5,8
trickle,17706,trickle,trIkL,7,5,2,5,2
tried,17712,tried,trYd,16,11,5,5,11
trifle,17714,trifle,trYfL,4,2,2,2,2
trig,17716,trig,trIg,9,7,2,4,5
trigger,17717,trigger,trIgX,2,0,2,1,1
trill,17719,trill,trIl,15,13,2,8,7
trim,17722,trim,trIm,9,8,1,4,5
trine,17724,trine,trYn,13,10,3,4,9
trio,17728,trio,trio,4,2,2,1,3
trip,17729,trip,trIp,14,10,4,5,9
tripe,17731,tripe,trYp,15,11,4,4,11
triple,17732,triple,trIpL,5,2,3,3,2
trite,17740,trite,trYt,17,13,4,6,11
triune,17747,triune,trYun,1,0,1,0,1
trivet,17748,trivet,trIvxt,2,1,1,2,0
trod,17755,trod,trad,7,5,2,2,5
trodden,17756,trodden,tradN,1,0,1,0,1
troll,17757,troll,trol,9,5,4,4,5
troop,17761,troop,trup,10,9,1,3,7
trope,17763,trope,trop,9,6,3,3,6
tropic,17765,tropic,trapIk,1,0,1,1,0
trot,17767,trot,trat,8,6,2,3,5
troth,17768,troth,trcT,6,5,1,3,3
trouble,17770,trouble,tr^bL,5,4,1,3,2
trough,17771,trough,trcf,2,2,0,0,2
trounce,17772,trounce,trWns,1,1,0,1,0
trousseau,17774,trousseau,truso,1,0,1,0,1
trout,17775,trout,trWt,8,6,2,3,5
trow,17776,trow,tro,17,12,5,8,9
trowel,17777,trowel,trWL,4,2,2,2,2
troy,17778,troy,trO,6,5,1,0,6
truce,17780,truce,trus,9,6,3,1,8
truck,17781,truck,tr^k,9,5,4,2,7
truckle,17782,truckle,tr^kL,5,4,1,2,3
trudge,17785,trudge,tr^J,4,4,0,2,2
true,17786,TRUE,tru,18,11,7,8,10
truffle,17787,truffle,tr^fL,4,3,1,2,2
trump,17789,trump,tr^mp,2,1,1,2,0
trunk,17796,trunk,tr^Gk,3,2,1,2,1
truss,17797,truss,tr^s,7,6,1,0,7
trust,17798,trust,tr^st,6,3,3,4,2
trustee,17799,trustee,tr^sti,1,0,1,0,1
truth,17801,truth,truT,5,3,2,1,4
try,17802,try,trY,19,10,9,6,13
tryst,17803,tryst,trIst,4,3,1,4,0
tub,17804,tub,t^b,17,16,1,11,6
tuba,17805,tuba,tubx,4,3,1,0,4
tube,17806,tube,tub,12,8,4,2,10
tuber,17807,tuber,tubX,5,4,1,1,4
tuck,17815,tuck,t^k,28,24,4,20,8
tucker,17816,tucker,t^kX,3,2,1,2,1
tufa,17818,tufa,tufx,2,2,0,0,2
tuft,17819,tuft,t^ft,2,1,1,1,1
tug,17820,tug,t^g,18,18,0,12,6
tumble,17824,tumble,t^mbL,8,5,3,7,1
tumbril,17827,tumbril,t^mbrL,2,1,1,1,1
tumor,17830,tumor,tumX,4,3,1,1,3
tuna,17833,tuna,tunx,3,2,1,0,3
tune,17835,tune,tun,27,23,4,18,9
tunic,17838,tunic,tunIk,2,2,0,2,0
tunnel,17840,tunnel,t^nL,7,6,1,4,3
tunny,17841,tunny,t^ni,12,11,1,9,3
tuque,17842,tuque,tuk,19,17,2,11,8
turban,17843,turban,tRbxn,2,2,0,0,2
turbid,17844,turbid,tRb|d,2,2,0,1,1
turbine,17845,turbine,tRb|n,4,3,1,2,2
turbot,17847,turbot,tRbxt,1,1,0,0,1
tureen,17849,tureen,tXin,4,4,0,3,1
turf,17850,turf,tRf,7,7,0,3,4
turgid,17851,turgid,tRJ|d,1,1,0,1,0
turk,17853,Turk,tRk,23,21,2,18,5
turkey,17854,turkey,tRki,3,1,2,1,2
turnkey,17858,turnkey,tRnki,1,0,1,0,1
turtle,17865,turtle,tRtL,8,8,0,8,0
tusk,17867,tusk,t^sk,9,6,3,5,4
tusked,17868,tusked,t^skt,1,0,1,0,1
tussle,17869,tussle,t^sL,7,7,0,5,2
tussock,17870,tussock,t^sxk,1,0,1,0,1
tutor,17872,tutor,tutX,8,7,1,5,3
tv,17875,TV,tivi,3,3,0,0,3
twaddle,17876,twaddle,twadL,4,2,2,4,0
twain,17877,twain,twen,6,5,1,4,2
twang,17878,twang,tw@G,1,0,1,1,0
tweak,17879,tweak,twik,4,2,2,2,2
tweed,17880,tweed,twid,4,3,1,2,2
tweet,17881,tweet,twit,6,6,0,3,3
twice,17886,twice,twYs,2,2,0,1,1
twiddle,17887,twiddle,twIdL,1,1,0,1,0
twig,17888,twig,twIg,8,7,1,4,4
twill,17890,twill,twIl,10,8,2,5,5
twin,17891,twin,twIn,9,6,3,2,7
twine,17892,twine,twYn,8,6,2,5,3
twinge,17893,twinge,twInJ,2,0,2,1,1
twinkle,17894,twinkle,twIGkL,2,0,2,2,0
twirl,17895,twirl,twRl,3,3,0,2,1
twist,17896,twist,twIst,3,2,1,2,1
twit,17897,twit,twIt,11,7,4,4,7
twitch,17898,twitch,twIC,7,6,1,3,4
twitter,17899,twitter,twItX,2,0,2,1,1
tyke,17903,tyke,tYk,25,24,1,16,9
type,17906,type,tYp,18,16,2,9,9
umbel,17928,umbel,^mbL,8,2,6,7,1
umber,17929,umber,^mbX,6,3,3,5,1
unable,17938,unable,^nebL,1,1,0,1,0
unchain,17966,unchain,^nCen,1,1,0,1,0
under,17988,under,^ndX,4,1,3,3,1
undo,18045,undo,^ndu,2,2,0,0,2
unknown,18106,unknown,^non,1,0,1,1,0
unnerve,18119,unnerve,^nRv,1,0,1,1,0
untie,18149,untie,^ntY,2,2,0,1,1
unto,18152,unto,^ntu,4,4,0,2,2
up,18160,up,^p,7,3,4,5,2
upend,18167,upend,^pEnd,2,2,0,2,0
upon,18178,upon,xpcn,3,2,1,2,1
upper,18179,upper,^pX,5,3,2,4,1
upraise,18185,upraise,^prez,2,1,1,2,0
upright,18187,upright,^prYt,2,2,0,1,1
uproot,18191,uproot,^prut,1,1,0,0,1
urban,18208,urban,Rb|n,5,3,2,4,1
urbane,18209,urbane,Rben,2,1,1,1,1
urchin,18214,urchin,RC|n,2,2,0,2,0
urge,18220,urge,RJ,11,6,5,7,4
ursine,18228,ursine,RsYn,2,1,1,2,0
us,18230,us,^s,10,5,5,9,1
use,18234,use,yuz,13,9,4,9,4
usher,18237,usher,^SX,3,3,0,3,0
utile,18248,utile,yutL,1,0,1,1,0
utter,18255,utter,^tX,12,6,6,12,0
v,18259,v,vi,22,19,3,19,3
vague,18277,vague,veg,4,4,0,1,3
vail,18278,vail,vel,24,22,2,21,3
vain,18279,vain,ven,19,18,1,15,4
valet,18290,valet,v@l|t,3,3,0,3,0
valid,18293,valid,v@lxd,5,5,0,4,1
valley,18298,valley,v@li,11,10,1,9,2
valor,18299,valor,v@lX,4,4,0,2,2
valve,18307,valve,v@lv,3,2,1,0,3
valved,18308,valved,v@lvd,2,1,1,0,2
vamp,18311,vamp,v@mp,6,6,0,6,0
van,18313,van,v@n,12,11,1,11,1
vandal,18315,vandal,v@ndL,4,4,0,4,0
vapid,18324,vapid,v@pxd,1,1,0,1,0
vapor,18327,vapor,vepX,4,4,0,4,0
varia,18332,varia,vErix,3,1,2,0,3
variance,18336,variance,vErixns,2,1,1,0,2
variant,18337,variant,vErixnt,1,1,0,0,1
varied,18341,varied,vErid,3,2,1,1,2
various,18347,various,vErixs,2,0,2,0,2
vary,18351,vary,vEri,10,7,3,8,2
vase,18353,vase,ves,16,15,1,13,3
vassal,18355,vassal,v@sL,7,7,0,6,1
vast,18356,vast,v@st,13,10,3,10,3
vasty,18357,vasty,v@sti,4,3,1,3,1
vat,18358,vat,v@t,17,15,2,15,2
vatic,18359,vatic,v@tIk,1,0,1,1,0
vault,18362,vault,vclt,6,6,0,5,1
vaunt,18363,vaunt,vcnt,10,9,1,9,1
veal,18364,veal,vil,20,17,3,18,2
vector,18365,vector,vEktX,5,5,0,5,0
veer,18368,veer,vIr,20,17,3,17,3
veery,18369,veery,vIri,9,6,3,6,3
veiling,18379,veiling,velIG,2,2,0,2,0
veined,18380,veined,vend,2,1,1,1,1
velar,18381,velar,vilX,3,2,1,2,1
vellum,18383,vellum,vElM,1,1,0,0,1
venal,18390,venal,vinL,6,4,2,4,2
venally,18392,venally,vinLi,1,0,1,0,1
vend,18394,vend,vEnd,14,11,3,10,4
vendee,18395,vendee,vEndi,2,1,1,0,2
vender,18396,vender,vEndX,6,5,1,3,3
venial,18405,venial,viniL,2,1,1,1,1
venom,18407,venom,vEnM,4,4,0,1,3
venous,18409,venous,vin|s,3,3,0,3,0
vent,18410,vent,vEnt,16,14,2,12,4
venture,18416,venture,vEnCX,4,4,0,3,1
verb,18423,verb,vRb,6,5,1,2,4
verbal,18424,verbal,vRbL,3,2,1,0,3
verdure,18435,verdure,vRJX,3,2,1,2,1
verge,18436,verge,vRJ,9,7,2,5,4
vermeil,18443,vermeil,vRmL,3,3,0,1,2
vermin,18448,vermin,vRmxn,3,2,1,3,0
vernal,18451,vernal,vRnL,6,6,0,4,2
verse,18456,verse,vRs,15,12,3,10,5
versed,18457,versed,vRst,10,8,2,8,2
version,18461,version,vRZ|n,4,3,1,4,0
verso,18462,verso,vRso,3,2,1,0,3
verve,18475,verve,vRv,6,6,0,3,3
vesper,18479,vesper,vEspX,1,1,0,0,1
vessel,18481,vessel,vEsL,6,5,1,4,2
vest,18482,vest,vEst,19,16,3,14,5
vestal,18483,vestal,vEstL,5,3,2,2,3
vestee,18484,vestee,vEsti,5,3,2,2,3
vestry,18490,vestry,vEstri,1,0,1,0,1
vesture,18491,vesture,vEsCX,3,3,0,2,1
vet,18492,vet,vEt,16,14,2,13,3
vetch,18493,vetch,vEC,6,5,1,5,1
vex,18498,vex,vEks,3,2,1,3,0
via,18500,via,vYx,7,5,2,1,6
viable,18502,viable,vYxbL,2,1,1,2,0
vial,18505,vial,vYL,10,6,4,1,9
vicar,18513,vicar,vIkX,7,6,1,5,2
vice,18517,vice,vYs,16,14,2,10,6
victor,18531,victor,vIktX,3,1,2,1,2
victory,18534,victory,vIktXi,1,0,1,0,1
victual,18535,victual,vItL,5,5,0,3,2
vide,18537,vide,vYdi,2,2,0,1,1
video,18539,video,vIdio,1,1,0,1,0
vie,18540,vie,vY,25,18,7,17,8
vier,18541,vier,vYX,9,6,3,1,8
view,18543,view,vyu,6,5,1,6,0
vigil,18546,vigil,vIJL,2,2,0,0,2
vigor,18550,vigor,vIgX,4,4,0,3,1
viking,18551,Viking,vYkIG,1,1,0,1,0
vile,18552,vile,vYl,22,19,3,15,7
vilely,18553,vilely,vYli,5,4,1,3,2
villa,18557,villa,vIlx,3,1,2,0,3
villain,18559,villain,vIl|n,2,2,0,1,1
villein,18560,villein,vIlxn,3,2,1,0,3
villi,18562,villi,vIlY,2,2,0,1,1
villous,18563,villous,vIlxs,2,1,1,0,2
vim,18564,vim,vIm,6,6,0,5,1
vine,18570,vine,vYn,21,19,2,14,7
vinous,18573,vinous,vYn|s,4,4,0,4,0
vinyl,18576,vinyl,vYnL,7,5,2,3,4
violable,18578,violable,vYLxbL,1,0,1,1,0
viper,18587,viper,vYpX,4,3,1,2,2
viral,18589,viral,vYrL,4,3,1,1,3
vireo,18590,vireo,vIrio,2,1,1,1,1
virgin,18591,virgin,vRJ|n,3,3,0,3,0
virgo,18593,Virgo,vRgo,1,1,0,0,1
virile,18596,virile,vIrL,5,4,1,1,4
virtu,18598,virtu,vRtu,2,2,0,1,1
virtual,18599,virtual,vRCuL,1,0,1,0,1
virtue,18600,virtue,vRCu,2,1,1,0,2
virus,18605,virus,vYr|s,2,1,1,2,0
vision,18619,vision,vIZ|n,2,2,0,2,0
visor,18625,visor,vYzX,6,5,1,4,2
vital,18633,vital,vYtL,6,4,2,2,4
vitals,18638,vitals,vYtLz,1,0,1,0,1
vocal,18660,vocal,vokL,2,2,0,2,0
vogue,18669,vogue,vog,4,4,0,2,2
voice,18671,voice,vOs,7,6,1,4,3
voiced,18672,voiced,vOst,8,7,1,7,1
void,18673,void,vOd,4,2,2,2,2
voile,18674,voile,vOl,12,11,1,10,2
vole,18680,vole,vol,21,20,1,18,3
volley,18682,volley,vali,7,7,0,7,0
volt,18684,volt,volt,9,7,2,7,2
volute,18698,volute,vxlut,2,2,0,2,0
vomit,18699,vomit,vamxt,1,1,0,1,0
vote,18706,vote,vot,15,13,2,12,3
vouch,18708,vouch,vWC,6,4,2,4,2
vow,18710,vow,vW,14,11,3,10,4
vowel,18711,vowel,vWL,7,6,1,5,2
vulgar,18718,vulgar,v^lgX,1,1,0,0,1
vulture,18730,vulture,v^lCX,2,2,0,1,1
wabble,18732,wabble,wabL,8,8,0,4,4
wacky,18733,wacky,w@ki,5,5,0,3,2
wad,18734,wad,wad,22,17,5,17,5
waddle,18736,waddle,wadL,12,9,3,6,6
wade,18737,wade,wed,24,21,3,16,8
wadi,18739,wadi,wadi,6,5,1,4,2
wafer,18740,wafer,wefX,4,3,1,1,3
waffle,18741,waffle,wafL,6,6,0,1,5
waft,18742,waft,waft,3,2,1,1,2
wag,18743,wag,w@g,14,12,2,13,1
wage,18744,wage,weJ,17,13,4,8,9
wager,18745,wager,weJX,4,3,1,1,3
waggle,18748,waggle,w@gL,4,2,2,2,2
waif,18753,waif,wef,13,11,2,4,9
wail,18754,wail,wel,32,28,4,24,8
wain,18755,wain,wen,29,26,3,21,8
waist,18758,waist,west,8,7,1,7,1
wait,18762,wait,wet,27,22,5,18,9
waive,18764,waive,wev,21,18,3,11,10
waiver,18765,waiver,wevX,7,5,2,3,4
wake,18766,wake,wek,26,22,4,18,8
walk,18768,walk,wck,15,14,1,12,3
wall,18769,wall,wcl,23,19,4,18,5
walleye,18773,walleye,wclY,2,1,1,0,2
wallow,18777,wallow,walo,4,3,1,4,0
waltz,18781,waltz,wcls,3,2,1,1,2
wan,18783,wan,wan,14,12,2,11,3
wand,18784,wand,wand,9,6,3,6,3
wander,18785,wander,wandX,6,5,1,5,1
wangle,18787,wangle,w@GgL,8,6,2,7,1
want,18788,want,wcnt,9,8,1,8,1
wanton,18789,wanton,wcntN,1,0,1,0,1
war,18791,war,wor,29,20,9,19,10
warble,18792,warble,worbL,1,1,0,1,0
ward,18795,ward,word,21,15,6,11,10
warden,18796,warden,wordN,3,2,1,1,2
warder,18797,warder,wordX,4,2,2,2,2
ware,18799,ware,wEr,25,21,4,19,6
warm,18805,warm,worm,11,8,3,4,7
warmth,18808,warmth,wormT,1,0,1,0,1
warn,18809,warn,worn,15,13,2,9,6
warp,18810,warp,worp,7,6,1,1,6
wart,18817,wart,wort,15,11,4,9,6
wary,18820,wary,w@ri,11,10,1,9,2
was,18821,was,wxz,1,1,0,1,0
wash,18822,wash,wcS,7,4,3,2,5
washer,18824,washer,wcSX,3,2,1,0,3
washy,18827,washy,wcSi,2,1,1,0,2
wasp,18828,wasp,wasp,2,2,0,1,1
wassail,18829,wassail,wasL,8,8,0,3,5
watch,18833,watch,wcC,5,5,0,2,3
water,18834,water,wctX,3,2,1,1,2
watery,18845,watery,wctXi,1,0,1,0,1
watt,18846,watt,wat,25,21,4,21,4
wattle,18847,wattle,watL,8,7,1,3,5
wavy,18848,wavy,wevi,4,3,1,2,2
wax,18849,wax,w@ks,4,3,1,3,1
way,18851,way,we,30,20,10,17,13
we,18854,we,wi,30,22,8,18,12
weak,18855,weak,wik,22,19,3,16,6
weal,18857,weal,wil,28,24,4,21,7
weald,18858,weald,wild,10,8,2,8,2
wealth,18859,wealth,wElT,6,5,1,1,5
wean,18860,wean,win,25,21,4,17,8
wearable,18862,wearable,w@rxbL,2,1,1,2,0
wearer,18863,wearer,w@rX,1,1,0,0,1
weary,18865,weary,wIri,11,8,3,8,3
weasel,18867,weasel,wizL,3,2,1,2,1
weather,18868,weather,wEDX,6,6,0,6,0
weave,18875,weave,wiv,16,13,3,9,7
web,18876,web,wEb,10,8,2,3,7
webbed,18877,webbed,wEbd,4,2,2,0,4
wed,18878,wed,wEd,25,22,3,16,9
wedge,18880,wedge,wEJ,12,11,1,6,6
weed,18883,weed,wid,24,20,4,17,7
weeny,18884,weeny,wini,5,4,1,3,2
weep,18885,weep,wip,18,16,2,12,6
weevil,18886,weevil,wivL,3,1,2,1,2
weft,18887,weft,wEft,10,9,1,5,5
weird,18888,weird,wIrd,5,5,0,2,3
welch,18889,welch,wElC,7,6,1,1,6
weld,18891,weld,wEld,16,13,3,8,8
well,18894,well,wEl,31,22,9,20,11
welsh,18895,welsh,wElS,5,4,1,0,5
welt,18896,welt,wElt,21,17,4,10,11
welter,18897,welter,wEltX,3,1,2,2,1
wen,18899,wen,wEn,29,24,5,20,9
wench,18900,wench,wEnC,8,6,2,4,4
wend,18901,wend,wEnd,18,15,3,12,6
went,18902,went,wEnt,19,17,2,11,8
wept,18903,wept,wEpt,7,5,2,2,5
were,18904,were,wX,5,5,0,0,5
west,18906,west,wEst,19,17,2,14,5
wet,18908,wet,wEt,29,22,7,18,11
whack,18910,whack,hw@k,3,2,1,3,0
whale,18911,whale,hwel,7,4,3,3,4
whaler,18912,whaler,hwelX,1,0,1,0,1
wharf,18913,wharf,worf,7,5,2,1,6
what,18916,what,hwat,7,5,2,3,4
